Model ID,Model Name,Provider,Family/Gen,Version,Status,Archetype,Routing Surface,Surface Type,Auth on Dell,Billing Class,Runs Local on Dell,Reasoning,Math,Research/Synthesis,Knowledge/Recency,Research & Reasoning ★,Code Gen,Agentic SWE,Polyglot/Refactor,Debug/Comprehension,Coding & Engineering ★,Tool Calling,Autonomy/Long-horizon,Computer/Browser Use,Instruction Adherence,Agentic & Tool Calling ★,Creative Writing,Prose/Editing,Summarization,Multilingual,Creative & Language ★,Data Analysis,Forecasting,Structured Extraction,Quant Reasoning,Predictive & Analytical ★,Vision,Doc/Chart/OCR,Audio,Multimodal ★,Speed (tok/s),Latency,Context Capacity,Cost-Efficiency,Performance & Economy ★,Factuality,Consistency,Safety/Refusal,Robustness,Reliability & Safety ★,POWER LEVEL,Context Window,Max Output,$/MTok In,$/MTok Out,consequence_max,rating_instruction,rating_quality,Recommended Roles,Avoid For,Confidence,Sources,Last Verified
claude-opus-4-6,Claude Opus 4.6,Anthropic,Claude 4.x Opus,4.6,Legacy,Flagship Reasoner,Amazon Bedrock (Kiro),Aggregator,Installed; login unverified,metered (not configured),No,9.0,8.6,9.0,8.6,8.8,8.7,8.4,8.2,8.7,8.5,8.9,9.0,8.4,8.9,8.8,8.9,9.1,8.9,8.4,8.8,8.3,7.3,8.6,8.5,8.2,8.4,8.4,,8.4,5.8,5.8,10,4.6,6.6,8.5,8.6,9.1,8.4,8.7,8.4,1M,128000,5.0,25.0,critical,5,4,"Adaptive-thinking reasoning, agentic IDE work (Antigravity default)",,H,"HLE 34.4%; Aider Polyglot 82.1%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,Claude 4.x Sonnet,4.6,Current,Workhorse,Anthropic API,HTTP API,Working (Claude plan),subscription_included,No,8.6,8.4,8.7,8.4,8.5,8.6,8.4,8.5,8.6,8.5,9.0,8.9,8.4,8.8,8.8,8.8,8.9,8.8,8.4,8.7,8.2,7.3,8.6,8.3,8.1,8.3,8.3,,8.3,7.2,7.2,10,7.0,7.8,8.3,8.4,8.9,8.3,8.5,8.5,1M,64000,3.0,15.0,critical,5,4,"Best balance: daily agentic coding, tool workflows, drafting",Frontier-hardest math/abstract reasoning,H,"tau-bench retail 0.862/airline 0.700 (top multi-turn); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,Claude 4.x Sonnet,4.6,Current,Workhorse,Claude Code CLI,CLI,Working,subscription_included,No,8.6,8.4,8.7,8.4,8.5,8.6,8.4,8.5,8.6,8.5,9.0,8.9,8.4,8.8,8.8,8.8,8.9,8.8,8.4,8.7,8.2,7.3,8.6,8.3,8.1,8.3,8.3,,8.3,7.2,7.2,10,7.0,7.8,8.3,8.4,8.9,8.3,8.5,8.5,1M,64000,3.0,15.0,critical,5,4,"Best balance: daily agentic coding, tool workflows, drafting",Frontier-hardest math/abstract reasoning,H,"tau-bench retail 0.862/airline 0.700 (top multi-turn); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,Claude 4.x Sonnet,4.6,Current,Workhorse,Google Antigravity,IDE app,Installed,subscription_included,No,8.6,8.4,8.7,8.4,8.5,8.6,8.4,8.5,8.6,8.5,9.0,8.9,8.4,8.8,8.8,8.8,8.9,8.8,8.4,8.7,8.2,7.3,8.6,8.3,8.1,8.3,8.3,,8.3,7.2,7.2,10,7.0,7.8,8.3,8.4,8.9,8.3,8.5,8.5,1M,64000,3.0,15.0,critical,5,4,"Best balance: daily agentic coding, tool workflows, drafting",Frontier-hardest math/abstract reasoning,H,"tau-bench retail 0.862/airline 0.700 (top multi-turn); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-sonnet-4-6,Claude Sonnet 4.6,Anthropic,Claude 4.x Sonnet,4.6,Current,Workhorse,Amazon Bedrock (Kiro),Aggregator,Installed; login unverified,metered (not configured),No,8.6,8.4,8.7,8.4,8.5,8.6,8.4,8.5,8.6,8.5,9.0,8.9,8.4,8.8,8.8,8.8,8.9,8.8,8.4,8.7,8.2,7.3,8.6,8.3,8.1,8.3,8.3,,8.3,7.2,7.2,10,7.0,7.8,8.3,8.4,8.9,8.3,8.5,8.5,1M,64000,3.0,15.0,critical,5,4,"Best balance: daily agentic coding, tool workflows, drafting",Frontier-hardest math/abstract reasoning,H,"tau-bench retail 0.862/airline 0.700 (top multi-turn); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-haiku-4-5-20251001,Claude Haiku 4.5,Anthropic,Claude 4.x Haiku,4.5,Current,Fast-Cheap,Anthropic API,HTTP API,Working (Claude plan),subscription_included,No,7.4,7.0,7.0,7.2,7.2,7.6,7.2,7.0,7.4,7.3,7.8,7.4,6.8,7.8,7.5,7.6,7.6,7.8,7.4,7.6,7.0,6.2,7.6,7.0,7.0,7.2,7.2,,7.2,8.8,8.8,8,7.5,8.3,7.6,7.8,8.6,7.6,7.9,7.5,200K,32000,1.0,5.0,high,4,4,"Fast classification, routing, high-volume drafting, Copilot default",Deep multi-step reasoning; long-horizon autonomy,H,"AA-class fast tier; default Copilot model; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-haiku-4-5-20251001,Claude Haiku 4.5,Anthropic,Claude 4.x Haiku,4.5,Current,Fast-Cheap,Claude Code CLI,CLI,Working,subscription_included,No,7.4,7.0,7.0,7.2,7.2,7.6,7.2,7.0,7.4,7.3,7.8,7.4,6.8,7.8,7.5,7.6,7.6,7.8,7.4,7.6,7.0,6.2,7.6,7.0,7.0,7.2,7.2,,7.2,8.8,8.8,8,7.5,8.3,7.6,7.8,8.6,7.6,7.9,7.5,200K,32000,1.0,5.0,high,4,4,"Fast classification, routing, high-volume drafting, Copilot default",Deep multi-step reasoning; long-horizon autonomy,H,"AA-class fast tier; default Copilot model; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-haiku-4-5-20251001,Claude Haiku 4.5,Anthropic,Claude 4.x Haiku,4.5,Current,Fast-Cheap,GitHub Copilot CLI,CLI,Working (premium req),subscription_included,No,7.4,7.0,7.0,7.2,7.2,7.6,7.2,7.0,7.4,7.3,7.8,7.4,6.8,7.8,7.5,7.6,7.6,7.8,7.4,7.6,7.0,6.2,7.6,7.0,7.0,7.2,7.2,,7.2,8.8,8.8,8,7.5,8.3,7.6,7.8,8.6,7.6,7.9,7.5,200K,32000,1.0,5.0,high,4,4,"Fast classification, routing, high-volume drafting, Copilot default",Deep multi-step reasoning; long-horizon autonomy,H,"AA-class fast tier; default Copilot model; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-haiku-4-5-20251001,Claude Haiku 4.5,Anthropic,Claude 4.x Haiku,4.5,Current,Fast-Cheap,Amazon Bedrock (Kiro),Aggregator,Installed; login unverified,metered (not configured),No,7.4,7.0,7.0,7.2,7.2,7.6,7.2,7.0,7.4,7.3,7.8,7.4,6.8,7.8,7.5,7.6,7.6,7.8,7.4,7.6,7.0,6.2,7.6,7.0,7.0,7.2,7.2,,7.2,8.8,8.8,8,7.5,8.3,7.6,7.8,8.6,7.6,7.9,7.5,200K,32000,1.0,5.0,high,4,4,"Fast classification, routing, high-volume drafting, Copilot default",Deep multi-step reasoning; long-horizon autonomy,H,"AA-class fast tier; default Copilot model; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
claude-mythos-preview,Claude Mythos Preview,Anthropic,Claude (specialized),preview,Preview (invite-only),Coder/Security Specialist,Anthropic API,HTTP API,Working (Claude plan),subscription_included,No,9.2,8.8,9.0,8.6,8.9,9.3,9.4,9.0,9.3,9.2,9.2,9.2,8.6,9.1,9.0,8.6,8.8,8.6,8.2,8.6,8.4,7.6,8.8,8.6,8.3,8.4,8.4,,8.4,5.5,5.5,10,4.0,6.2,8.6,8.6,9.2,8.8,8.8,8.5,1M,64000,,,high,5,5,Top SWE-bench coding; cybersecurity (Glasswing),General access (invitation-only),M,SWE-bench Verified 93.9% (#1); MMMU-Pro 92.7%; access-gated so MEDIUM,2026-06-07
gpt-5.5,GPT-5.5,OpenAI,GPT-5.x,5.5,Current,Flagship Reasoner,OpenAI API,HTTP API,No standalone key,metered (not configured),No,9.4,9.2,9.2,9.0,9.2,9.1,8.9,8.8,9.0,8.9,9.2,9.2,8.8,9.2,9.1,8.8,8.8,8.7,8.6,8.7,8.6,7.8,8.8,9.0,8.6,9.0,9.0,,9.0,6.0,6.0,10,4.5,6.6,8.6,8.6,8.6,8.5,8.6,8.6,1M,128000,5.0,30.0,critical,5,5,"Frontier reasoning, agentic coding, tool orchestration",Cheapest bulk tasks,H,"AA Index 60; SWE-bench Verified 88.7%; GPQA 93.5%; ARC-AGI-2 85%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.5,GPT-5.5,OpenAI,GPT-5.x,5.5,Current,Flagship Reasoner,Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,9.4,9.2,9.2,9.0,9.2,9.1,8.9,8.8,9.0,8.9,9.2,9.2,8.8,9.2,9.1,8.8,8.8,8.7,8.6,8.7,8.6,7.8,8.8,9.0,8.6,9.0,9.0,,9.0,6.0,6.0,10,4.5,6.6,8.6,8.6,8.6,8.5,8.6,8.6,1M,128000,5.0,30.0,critical,5,5,"Frontier reasoning, agentic coding, tool orchestration",Cheapest bulk tasks,H,"AA Index 60; SWE-bench Verified 88.7%; GPQA 93.5%; ARC-AGI-2 85%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.5,GPT-5.5,OpenAI,GPT-5.x,5.5,Current,Flagship Reasoner,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,9.4,9.2,9.2,9.0,9.2,9.1,8.9,8.8,9.0,8.9,9.2,9.2,8.8,9.2,9.1,8.8,8.8,8.7,8.6,8.7,8.6,7.8,8.8,9.0,8.6,9.0,9.0,,9.0,6.0,6.0,10,4.5,6.6,8.6,8.6,8.6,8.5,8.6,8.6,1M,128000,5.0,30.0,critical,5,5,"Frontier reasoning, agentic coding, tool orchestration",Cheapest bulk tasks,H,"AA Index 60; SWE-bench Verified 88.7%; GPQA 93.5%; ARC-AGI-2 85%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.5,GPT-5.5,OpenAI,GPT-5.x,5.5,Current,Flagship Reasoner,Azure AI Foundry,Aggregator,Not credentialed,metered (not configured),No,9.4,9.2,9.2,9.0,9.2,9.1,8.9,8.8,9.0,8.9,9.2,9.2,8.8,9.2,9.1,8.8,8.8,8.7,8.6,8.7,8.6,7.8,8.8,9.0,8.6,9.0,9.0,,9.0,6.0,6.0,10,4.5,6.6,8.6,8.6,8.6,8.5,8.6,8.6,1M,128000,5.0,30.0,critical,5,5,"Frontier reasoning, agentic coding, tool orchestration",Cheapest bulk tasks,H,"AA Index 60; SWE-bench Verified 88.7%; GPQA 93.5%; ARC-AGI-2 85%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.5,GPT-5.5,OpenAI,GPT-5.x,5.5,Current,Flagship Reasoner,GitHub Copilot CLI,CLI,Working (premium req),subscription_included,No,9.4,9.2,9.2,9.0,9.2,9.1,8.9,8.8,9.0,8.9,9.2,9.2,8.8,9.2,9.1,8.8,8.8,8.7,8.6,8.7,8.6,7.8,8.8,9.0,8.6,9.0,9.0,,9.0,6.0,6.0,10,4.5,6.6,8.6,8.6,8.6,8.5,8.6,8.6,1M,128000,5.0,30.0,critical,5,5,"Frontier reasoning, agentic coding, tool orchestration",Cheapest bulk tasks,H,"AA Index 60; SWE-bench Verified 88.7%; GPQA 93.5%; ARC-AGI-2 85%; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.5-pro,GPT-5.5 Pro,OpenAI,GPT-5.x,5.5-pro,Current,Flagship Reasoner (max compute),OpenAI API,HTTP API,No standalone key,metered (not configured),No,9.5,9.4,9.3,9.0,9.3,9.2,9.0,8.9,9.1,9.1,9.3,9.3,8.9,9.2,9.2,8.8,8.8,8.7,8.6,8.7,8.7,8.0,8.9,9.1,8.7,9.1,9.1,,9.1,4.2,3.8,10,3.2,5.3,8.7,8.7,8.7,8.7,8.7,8.6,1M,128000,15.0,120.0,critical,5,5,"Maximum-precision reasoning, hardest proofs/analysis",Latency- or cost-sensitive work,H,"Extended-compute GPT-5.5; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.5-pro,GPT-5.5 Pro,OpenAI,GPT-5.x,5.5-pro,Current,Flagship Reasoner (max compute),Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,9.5,9.4,9.3,9.0,9.3,9.2,9.0,8.9,9.1,9.1,9.3,9.3,8.9,9.2,9.2,8.8,8.8,8.7,8.6,8.7,8.7,8.0,8.9,9.1,8.7,9.1,9.1,,9.1,4.2,3.8,10,3.2,5.3,8.7,8.7,8.7,8.7,8.7,8.6,1M,128000,15.0,120.0,critical,5,5,"Maximum-precision reasoning, hardest proofs/analysis",Latency- or cost-sensitive work,H,"Extended-compute GPT-5.5; benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.4,GPT-5.4,OpenAI,GPT-5.x,5.4,Current,Flagship/Workhorse,OpenAI API,HTTP API,No standalone key,metered (not configured),No,9.2,9.0,9.0,8.9,9.0,9.0,8.7,8.6,8.9,8.8,9.0,9.0,8.6,9.0,8.9,8.7,8.7,8.6,8.5,8.6,8.5,7.7,8.7,8.9,8.4,9.2,9.0,,9.1,6.5,6.5,10,5.0,7.0,8.5,8.5,8.6,8.4,8.5,8.5,1M,128000,,,critical,5,5,"Production agentic/coding workhorse, professional tasks",,H,"ARC-AGI-2 73.3%; SWE-bench Pro 59.1%; MMMU-Pro 94% (Pro); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.4,GPT-5.4,OpenAI,GPT-5.x,5.4,Current,Flagship/Workhorse,Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,9.2,9.0,9.0,8.9,9.0,9.0,8.7,8.6,8.9,8.8,9.0,9.0,8.6,9.0,8.9,8.7,8.7,8.6,8.5,8.6,8.5,7.7,8.7,8.9,8.4,9.2,9.0,,9.1,6.5,6.5,10,5.0,7.0,8.5,8.5,8.6,8.4,8.5,8.5,1M,128000,,,critical,5,5,"Production agentic/coding workhorse, professional tasks",,H,"ARC-AGI-2 73.3%; SWE-bench Pro 59.1%; MMMU-Pro 94% (Pro); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.4,GPT-5.4,OpenAI,GPT-5.x,5.4,Current,Flagship/Workhorse,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,9.2,9.0,9.0,8.9,9.0,9.0,8.7,8.6,8.9,8.8,9.0,9.0,8.6,9.0,8.9,8.7,8.7,8.6,8.5,8.6,8.5,7.7,8.7,8.9,8.4,9.2,9.0,,9.1,6.5,6.5,10,5.0,7.0,8.5,8.5,8.6,8.4,8.5,8.5,1M,128000,,,critical,5,5,"Production agentic/coding workhorse, professional tasks",,H,"ARC-AGI-2 73.3%; SWE-bench Pro 59.1%; MMMU-Pro 94% (Pro); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.4,GPT-5.4,OpenAI,GPT-5.x,5.4,Current,Flagship/Workhorse,GitHub Copilot CLI,CLI,Working (premium req),subscription_included,No,9.2,9.0,9.0,8.9,9.0,9.0,8.7,8.6,8.9,8.8,9.0,9.0,8.6,9.0,8.9,8.7,8.7,8.6,8.5,8.6,8.5,7.7,8.7,8.9,8.4,9.2,9.0,,9.1,6.5,6.5,10,5.0,7.0,8.5,8.5,8.6,8.4,8.5,8.5,1M,128000,,,critical,5,5,"Production agentic/coding workhorse, professional tasks",,H,"ARC-AGI-2 73.3%; SWE-bench Pro 59.1%; MMMU-Pro 94% (Pro); benchmark-anchored (AA Index, SWE-bench, GPQA, ARC-AGI-2, Aider, MMMU 2026-06)",2026-06-07
gpt-5.1,GPT-5.1,OpenAI,GPT-5.x,5.1,Current,Coder/Agentic,OpenAI API,HTTP API,No standalone key,metered (not configured),No,8.8,8.6,8.6,8.6,8.7,8.8,8.4,8.4,8.7,8.6,8.8,8.8,8.4,8.8,8.7,8.4,8.4,8.4,8.4,8.4,8.2,7.4,8.4,8.6,8.2,8.6,8.6,,8.6,6.8,6.8,10,5.5,7.3,8.4,8.4,8.4,8.3,8.4,8.4,1M,128000,,,critical,5,4,Strong agentic/coding with configurable reasoning,,M,Prior GPT-5 gen; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5.1,GPT-5.1,OpenAI,GPT-5.x,5.1,Current,Coder/Agentic,Codex CLI,CLI,Working (ChatGPT plan),subscription_included,No,8.8,8.6,8.6,8.6,8.7,8.8,8.4,8.4,8.7,8.6,8.8,8.8,8.4,8.8,8.7,8.4,8.4,8.4,8.4,8.4,8.2,7.4,8.4,8.6,8.2,8.6,8.6,,8.6,6.8,6.8,10,5.5,7.3,8.4,8.4,8.4,8.3,8.4,8.4,1M,128000,,,critical,5,4,Strong agentic/coding with configurable reasoning,,M,Prior GPT-5 gen; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
gpt-5.1,GPT-5.1,OpenAI,GPT-5.x,5.1,Current,Coder/Agentic,GitHub Models (AI Toolkit),Aggregator,Configured,subscription_included,No,8.8,8.6,8.6,8.6,8.7,8.8,8.4,8.4,8.7,8.6,8.8,8.8,8.4,8.8,8.7,8.4,8.4,8.4,8.4,8.4,8.2,7.4,8.4,8.6,8.2,8.6,8.6,,8.6,6.8,6.8,10,5.5,7.3,8.4,8.4,8.4,8.3,8.4,8.4,1M,128000,,,critical,5,4,Strong agentic/coding with configurable reasoning,,M,Prior GPT-5 gen; family-inherited estimate (scaled from flagship); verify before HIGH-stakes routing,2026-06-07
